Outward,lat,lon
BT55,55.31411666666666,100284.44284066265
BT56,55.85868180811808,104172.19695280898
BT57,55.43787717277486,112593.85820789475
BT58,100.0,
BT6,55.37551114401077,148186.3719360274
BT60,54.38044436241611,97687.04404197886
BT61,58.695885318818036,99613.32088986255
BT62,54.86227019715225,110426.37753628318
BT63,54.73285396797153,115109.03074820788
BT64,57.714205568862276,115599.81747935484
BT65,66.56298078817734,117039.0400489933
BT66,54.856982017640576,119239.34598520579
BT67,54.8177104,123610.99802765567
BT68,54.36418490566038,85205.48677735843
BT69,54.42006137254902,79028.46275490195
BT7,55.3724556872038,146484.5515022508
BT70,58.6496705479452,84238.90445917808
BT71,54.588636298811544,95536.54804005103
BT74,57.63513345345345,32135.658305933106
BT75,54.37361442307692,54940.862360256404
BT76,54.420447341772146,63308.66445696204
BT77,54.429210714285716,68053.88470178568
BT78,56.52696089762612,52982.93857062016
BT79,54.66394568981922,64183.21818695237
BT8,54.85908157017544,147346.18327464664
BT80,56.6835253915276,94111.24440188172
BT81,54.696072413793104,38581.120111285294
BT82,55.222030813516895,51299.949368434354
BT9,55.847374274004686,144793.44454626506
BT92,54.2531894400527,43880.938623005924
BT93,54.63303771271729,22681.197388337925
BT94,54.46405507677543,40647.828807019236
BT99,90.920542,146764.8211
CA1,54.88719004859086,341167.9854227405
CA10,54.61537405966278,357286.84306095977
CA11,54.66491168005844,349685.9853907962
CA12,54.68300031971581,326813.73131672596
CA13,54.84219846461949,311863.7292225201
CA14,54.63517252974327,300718.68315591733
CA15,54.71183346846847,304616.73123123124
CA16,54.57385279069767,368743.26910299005
CA17,54.479518192307694,377391.6923076923
CA18,54.354642500000004,309733.39285714284
CA19,54.38721957746478,310038.323943662
CA2,54.88473184508268,339106.3263707572
CA20,54.41006585903084,305137.9339207048
CA21,54.44531625,301753.825
CA22,54.480233,300821.4375
CA23,54.5138324050633,303306.5316455696
CA24,54.514664,300191.8
CA25,54.52211292490118,301736.3675889328
CA26,54.544410546875,303998.046875
CA27,54.49088692307692,296916.6615384615
CA28,54.543399068010075,297900.0092359362
CA3,54.90621540302267,339828.70151133504
CA4,54.85699818318319,347369.1861861862
CA5,54.82124712423979,322382.3284100782
CA6,54.98678870098039,344474.5943627451
CA7,54.80851903803132,320705.0730797912
CA8,55.38825243243244,355960.8261494253
CA9,54.80140990196078,373261.4068627451
CA95,54.64485166666666,299015.3333333333
CA99,54.890813333333334,339558.3333333333
CB1,52.18474908177905,548237.8909612625
CB10,52.02886802600473,554942.9290780142
CB11,52.00132643055555,552054.9708333333
CB2,52.171915436991874,545722.9771341464
CB21,52.13055430451128,556094.4154135338
CB22,52.133621250000004,546314.4694444444
CB23,52.21677131450828,535070.7555988316
CB24,52.27629266321244,542176.0155440414
CB25,52.257567357414445,553416.1711026616
CB3,52.214295998659516,539123.8197050939
CB4,52.24367981760507,544681.7287866772
CB5,52.233870564516124,550364.190092166
CB6,52.4046158317757,551505.2981308411
CB7,52.36677668576886,557753.6017191977
CB8,52.263678945041065,565438.3059418458
CB9,52.22260756782946,567260.5908649174
CF1,51.476433069908815,318011.1610942249
CF10,51.47366459933222,318331.8856427379
CF11,51.63575126444595,317247.6787175989
CF14,51.58490184397163,316705.96759875724
CF15,51.606993490136574,311957.6443768997
CF2,51.497900410742496,319408.02053712483
CF21,100.0,
CF23,51.589981305379744,320680.74881141045
CF24,51.48479852132049,319107.49037138926
CF3,51.51817024353121,322478.632166413
CF30,52.02994968421053,322417.0
CF31,51.507675381654906,290762.6869788326
CF32,51.55748860132159,290352.7588105727
CF33,51.524458230337075,283044.3370786517
CF34,51.70865275303644,285662.0121703854
CF35,51.52133323104693,294088.2527075812
CF36,51.569912588652485,282066.4618117229
CF37,51.87969983566146,307673.8404958678
CF38,51.560944667931686,307657.624288425
CF39,51.601293282904685,301273.7821482602
CF4,51.52207313683304,315512.25344234076
CF40,55.52086784496124,299509.96964586846
CF41,51.647783617021275,297509.0106382979
CF42,51.79288120104439,294826.59685863875
CF43,51.8067306501548,299750.77018633543
CF44,51.71702892358258,299464.4552177486
CF45,51.8668917515275,305858.41104294476
CF46,51.90613328320802,310087.7682619647
CF47,52.39544065613609,305148.11083743843
CF48,51.74272034482758,305462.8031145717
CF5,51.50854982208268,313853.44554973824
CF6,51.41738421378091,311945.39266784454
CF61,51.59009810408922,297099.25373134325
CF62,51.40421305130513,309020.396039604
CF63,52.89711751043116,312422.3400286944
CF64,51.47178300309598,317491.6839659179
CF7,51.507236700379266,301648.5587863464
CF71,51.68460274647888,298290.3844339623
CF72,51.585195176738885,302865.9988584475
CF8,51.62972892771084,314566.56807228917
CF81,51.69966958139535,314138.7837209302
CF82,51.64902741293532,314508.42122719734
CF83,51.585511270791756,315521.49035262805
CF91,51.465599999999995,317160.0
CF95,51.4812,318777.0
CF99,51.46413,319387.0
CH1,53.199469713155295,339963.3081107814
CH2,53.2158127961165,341957.2922330097
CH25,53.397018421052636,332820.7894736842
CH26,53.85147947916666,329168.4421052632
CH27,53.42121181818182,330829.80165289255
CH28,55.342129166666666,326165.97826086957
CH29,54.57525262711864,321661.48695652175
CH3,53.167695052870094,344912.2756797583
CH30,53.379044791666665,327026.9166666667
CH31,53.329724375,326914.83035714284
CH32,53.36196861538462,333706.2923076923
CH33,54.97886265060241,329262.0
CH34,53.59447586666666,339472.8389261745
CH4,53.16931777009507,337395.9464131374
CH41,53.39484523131673,331542.7784697509
CH42,53.375141572481574,332115.94103194104
CH43,53.38293689052438,329580.5538178473
CH44,53.41562141292442,331157.48411829135
CH45,53.42830327253219,330278.53004291846
CH46,53.40395939568345,326238.17697841726
CH47,53.39587074074074,322283.2916666667
CH48,53.372595135566186,322195.22328548646
CH49,53.38093414758269,326707.5458015267
CH5,53.30166052957359,330751.033080634
CH6,53.32961498275862,323763.02936096716
CH60,53.32696088082901,327071.7288428325
CH61,53.347417682926825,326752.7845528455
CH62,53.335882438524585,334695.34426229505
CH63,53.34577611578947,332761.4947368421
CH64,53.28840496073298,330160.9489528796
CH65,53.278452573158425,339917.1190716448
CH66,53.27819166666667,337649.6629834254
CH7,54.40185474696356,324285.3134095634
CH70,55.02832588235294,338460.20408163266
CH8,53.282270296662546,317320.4042027194
CH88,53.17796346153846,340224.73076923075
CH99,53.18717900000001,340662.4
CM0,51.65870538354254,595913.7126917712
CM1,51.745926444921324,570412.6205293277
CM11,51.62381803333333,569217.695
CM12,52.431962722948875,567250.9359129383
CM13,51.615160299277605,561727.9824561403
CM14,51.664578700564974,559034.7238454288
CM15,51.641313727162,559539.2058465286
CM16,51.70035392039801,546505.7134328358
CM17,51.7732572392638,547816.8665644171
CM18,51.75668008156607,545364.0032626428
CM19,51.7614104467354,543249.8762886598
CM2,51.7236895584989,571730.766004415
CM20,51.774427346774196,544982.6580645161
CM21,52.11207375518672,548167.3966597078
CM22,51.86611239942528,552810.551724138
CM23,51.870960971202706,548712.7594579334
CM24,51.897808,551918.8844444444
CM3,51.7604431954023,578791.4463874827
CM4,51.67491616393443,565221.2081967213
CM5,51.718375373376624,555372.2159090909
CM6,52.69457628498728,563615.0880069025
CM7,51.88619569272056,575444.2757463938
CM77,51.86689045112782,575908.4642857143
CM8,52.27152975825947,581999.676973149
CM9,51.73910547114252,586162.5282685512
CM92,51.76936,542326.0
CM98,54.04963047619047,573935.0
CM99,51.73992953608247,572262.7731958763
CO1,51.8762430266552,598299.475494411
CO10,52.233371109264645,587059.1847372811
CO11,52.0108667948718,611459.9443651926
CO12,52.28304582725061,623909.2757352941
CO13,52.510761221640486,623136.6212389381
CO14,51.85028840989399,625138.0494699647
CO15,51.796824734488546,617673.1062045835
CO16,51.819952982086406,615570.8219178083
CO2,51.87098950171821,599408.6537800687
CO3,51.8854028208648,596774.5044612217
CO4,51.907099877835954,600968.3507853403
CO5,51.814198769107,594549.196299276
CO6,51.93248940725244,592097.129707113
CO7,52.05650189287888,606828.596212584
CO8,51.97341169014085,590156.2957746478
CO9,51.96738174603175,579494.284043442
CR0,51.37327821758468,533823.1973999316
CR2,51.938970275395036,532721.9186471663
CR3,51.596361390593046,532811.5817901235
CR4,51.82948119570522,529105.8138847859
CR44,81.5588124137931,530029.5909090909
CR5,51.404985422932334,529636.5621468927
CR6,52.10327704109589,535486.2451253482
CR7,52.459597265469064,532022.4
CR8,51.6209340984975,531664.8429890848
CR9,51.3748244892614,532684.4112100577
CR90,58.26992386597938,531725.3933933934
CT1,51.27884724114441,615371.6471389646
CT10,51.93228762926829,638805.3593287265
CT11,51.946345973266496,637780.0956006768
CT12,51.343321659451654,634763.2121212122
CT13,51.445818981818185,632422.7919708029
CT14,51.520263303448274,636631.2997918113
CT15,51.1711266618705,629661.3870503597
CT16,51.13970862944162,631041.061928934
CT17,51.128737536443154,630671.8002915452
CT18,51.1127605,620593.4403846153
CT19,51.0883819404762,621976.2488095238
CT2,51.29248788954635,614998.9556213018
CT20,51.07962598200899,621783.0607196402
CT21,51.350427763904655,615676.7305936073
CT3,51.27668046255506,623728.4030837005
CT4,51.22772370716511,614302.2606438214
CT5,51.90163444111028,611390.6122913505
CT50,51.079213333333335,620318.6666666666
CT6,51.788501723636365,617877.4196625091
CT7,51.37124788065843,629900.8189300412
CT8,51.38054486891386,632537.4119850188
CT9,51.411225962414576,635839.8603988604
CV1,52.408960725593666,433602.5930079156
CV10,52.525692709731544,434035.1979865772
CV11,52.520623916292976,436996.63677130046
CV12,52.590799796650714,435855.88009592326
CV13,52.60773625298329,439550.56085918855
CV2,52.42341403236246,436297.5935275081
CV21,52.37126878539962,449755.1623662681
CV22,52.357506856540084,448959.9683544304
CV23,52.351259184549356,448164.0480686695
CV3,52.490407976554536,435369.70122574054
CV31,52.319119330612246,432361.90277777775
CV32,52.29574183626627,432027.2677888294
CV33,52.2369859313078,437826.4332892999
CV34,52.34830185936443,428502.125253893
CV35,52.23204970124481,427738.19751037343
CV36,52.07071922290388,425459.1124744376
CV37,52.186190888989174,419531.26444043324
CV4,52.45048755102041,430266.22580645164
CV47,52.29461986552567,441931.58506731945
CV5,52.41205842592593,430798.41414141416
CV6,52.52041025773196,433642.0591549296
CV7,52.442839141104294,430122.15950920247
CV8,52.43557466784765,430880.9192546584
CV9,52.639687953757225,429961.90972222225
CW1,53.09980485945688,371269.8394473559
CW10,53.18896371024735,370117.51766784454
CW11,53.14327940522512,375664.1617565314
CW12,53.58836549168975,385643.0782669462
CW2,53.08100935085008,370232.60664605873
CW3,53.00345651442308,372570.73076923075
CW4,53.20397351931331,377325.9892703863
CW5,53.523434204973626,365086.8485540335
CW6,54.04722626733921,355501.3650385604
CW7,53.190839849325926,364875.94210943696
CW8,53.25387111278195,362781.5330827068
CW9,54.34161829080119,366474.42588092346
CW98,53.0882,371223.5
DA1,51.447136475615885,553633.4429361488
DA10,51.578173977591035,559915.3117977529
DA11,51.43542366037735,563545.241509434
DA12,51.43102639864865,565796.0324324324
DA13,51.38611848303393,563898.1217564871
DA14,51.425838903924216,546827.2300405954
DA15,51.43977381395349,545981.3174418604
DA16,51.46448105898123,546598.4155495978
DA17,51.5813886888454,549436.1078431372
DA18,51.491467029702974,549064.4257425743
DA2,51.43349768292683,555265.3216463415
DA3,51.47642603351955,560582.4160447761
DA4,51.39282264705882,555310.1895424837
DA5,51.66652730650155,549362.4805598756
DA6,51.45607474940334,548723.1336515513
DA7,51.464959848771265,548962.7589792061
DA8,51.57535770961145,551474.518442623
DA9,51.448017928388744,558543.0997442455
DD1,56.46181430981595,339870.9233128834
DD10,56.80017628607277,373773.89447236183
DD11,56.690698463636366,363385.68550592527
DD2,56.679733766467066,336771.44344163657
DD3,56.48202953717754,339158.7632776935
DD4,56.481970217835254,342481.84751531656
DD5,56.779430335628234,346922.054592721
DD6,56.436506167979005,342855.249343832
DD7,56.804693356481486,355734.5594405594
DD8,56.65560895438596,343564.86807017546
DD9,56.747707088353415,359325.781124498
DE1,52.918905870895934,435559.8386199221
DE11,52.77300414307005,430002.1818181818
DE12,52.72712210445468,430247.2964669739
DE13,52.80752903846154,421114.43356643355
DE14,52.80716524752475,424418.71744097484
DE15,52.79825443902439,426288.8341463415
DE2,52.91318863871879,437696.00518134714
DE21,52.93242781918565,438066.21532091097
DE22,52.93312884615385,433850.3227424749
DE23,52.899352108280254,433732.86050955416
DE24,52.89005492560689,436890.4776820674
DE3,52.9154021988743,433082.4
DE4,53.143193268628686,427897.1527864746
DE45,53.44697308457712,421625.91
DE5,53.05653679617117,438605.86824324325
DE55,53.130045972850674,442108.8874514877
DE56,53.05944233064516,435154.1113801453
DE6,53.02737165300547,422335.10943912447
DE65,52.935099739130436,425443.1625544267
DE7,52.940495769800144,444258.7413027387
DE72,52.8939452131783,442692.3333333333
DE73,52.84967962025316,437921.77109704644
DE74,52.84646760598503,444642.4887780549
DE75,53.01192314009662,443501.96859903383
DE99,68.61010666666667,436130.3333333333
DG1,55.073369810462474,298850.89006823354
DG10,56.368529375,308756.556
DG11,55.176875423023574,314565.84722222225
DG12,54.989690114942526,320037.22796934866
DG13,55.17445788819875,334362.6708074534
DG14,55.08015738095238,337046.7738095238
DG16,54.99689081761006,331738.4528301887
DG2,55.06532643807574,294279.6550665302
DG3,55.23688256666667,285728.9533333333
DG4,55.3752725,276220.48529411765
DG5,54.92151374468085,283904.7319148936
DG6,55.29335191919193,268084.35714285716
